authors,author_sort,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,rating,#pages,pubdate,series,series_index,size,title,title_sort,#words,#liked,#liseuse,#lu,uuid,publisher,tags
"Emily St. John Mandel","St. John Mandel, Emily","Sur l'île de Vancouver, se dresse un hôtel aux murs de verre, seulement accessible par la mer. Il est fréquenté par une clientèle exclusive qui veut rompre avec ""la civilisation connectée"". Là, pas de wifi, pas de portable, on est au bout du monde.   Paul, aspirant compositeur, et sa soeur Vincent, vidéaste amateure, travaillent tous à l'hôtel Caiette. Un soir, alors qu'on attend l'arrivée du milliardaire new-yorkais Jonathan Alkaitis, le gérant découvre avec horreur un tag gravé sur l'une des parois transparentes: ""Et si vous avaliez du verre brisé?"" Qui est l'auteur de ce graffiti menaçant? Est-il destiné à quelqu'un?   Dans ce havre de luxe, des gens se croisent, des destins se font et se défont. A l'hôtel Caiette, mais aussi à Vancouver et à New York, des vies vont prendre un tour imprévu et souvent dramatique. Comme un papillon au Brésil peut causer une tempête au Texas, un verre au bar de l'hôtel Caiette peut ruiner une existence...","D:\9. NAS drive\Medias\ebook calibre v2\Emily St. John Mandel\L'hotel de verre (161)\cover.jpg","2024-06-02T21:31:04+02:00","epub","","161","","fra","ebook calibre v2","","468","2021-02-09T17:18:32+02:00","","1.0","373306","L'hôtel de verre","hôtel de verre, L'","91335","","True","","00c26966-9507-4664-997a-4a8febf9af2c","Éditions Rivages",""
"Jessica McCabe","McCabe, Jessica","<b>In this honest, friendly, and shame-free guide, the creator of the award-winning YouTube channel How to ADHD shares the hard-won insights and practical strategies that have helped her survive, even thrive, in a world not built for her brain.</b><br><b>&ldquo;The world of ADHD has been waiting for this book with bated breath for many years. If there&rsquo;s a fairy godmother of our lot, it&rsquo;s Jessica McCabe.&rdquo;&mdash;Edward Hallowell, MD, coauthor of <i>Driven to Distraction</i> and <i>ADHD 2.0</i></b><br><i>Forget &ldquo;try harder.&rdquo; When your brain works differently, you need to try </i>different<i>.</i><br>&#160;<br>Diagnosed with ADHD at age twelve, Jessica struggled with a brain that she didn&rsquo;t understand. She lost things constantly, couldn&rsquo;t finish projects, and felt like she was putting more effort in than everyone around her while falling further and further behind. At thirty-two years old&mdash;broke, divorced, and living with her...","D:\9. NAS drive\Medias\ebook calibre v2\Jessica McCabe\How to ADHD_ An Insider's Guide to (162)\cover.jpg","2024-06-02T21:35:02+02:00","epub","","162","","eng","ebook calibre v2","","706","2024-01-02T02:00:00+02:00","","1.0","6806043","How to ADHD: An Insider's Guide to Working with Your Brain (Not Against It)","How to ADHD: An Insider's Guide to Working with Your Brain (Not Against It)","101565","","True","","5a25a990-512e-490f-a7c2-b2f8291d34ab","Harmony/Rodale",""
"Travis Baldree","Baldree, Travis","Une tasse de fantasy, des tranches de vie savoureuses et un zeste de romance !<br>  Viv, une orc mercenaire au passé sanglant, décide de changer de vie. À l’aide d’une légendaire pierre censée lui apporter la bonne fortune, elle se lance dans une entreprise audacieuse  : la création d’un café. Un pari risqué, car dans la ville de Tuine, les elfes, lutins et autres ratelins ignorent tout de ce breuvage peu ragoûtant. Et lorsque les hommes de main du Madrigal, la mafia locale, viennent s’en mêler, et que l’un de ses anciens compagnons d’armes rôde alentour, Viv sait d’expérience que son aventure ne se déroulera pas sans embûches…<br> Aux côtés d’une succube très perspicace, d’un hobgobelin mutique et de divers alliés improbables, Viv devra réussir à se tailler une place dans un monde qui lui est inconnu, tout en protégeant coûte que coûte ce qui compte le plus pour elle.","D:\9. NAS drive\Medias\ebook calibre v2\Travis Baldree\Legendes et lattes (163)\cover.jpg","2024-06-02T21:46:24+02:00","epub","9782376974215","163","isbn:9782376974215","fra","ebook calibre v2","","530","2023-05-24T06:00:00+02:00","","1.0","559336","Légendes et lattes","Légendes et lattes","73525","","True","","7cccd480-5960-4d8f-9e72-e3fdbacc6b5d","Ynnis Éditions","FICTION / Fantasy / Romance"
"Becky Chambers","Chambers, Becky","","D:\9. NAS drive\Medias\ebook calibre v2\Becky Chambers\Un psaume pour les recycles sauvage (164)\cover.jpg","2024-06-02T21:49:17+02:00","epub","9782367935836","164","isbn:9782367935836","fra","ebook calibre v2","","172","2022-09-15T00:00:00+02:00","","1.0","1080128","Un psaume pour les recyclés sauvages","psaume pour les recyclés sauvages, Un","33499","","True","","84bbb934-f0f4-4a22-b585-5a4b920da6e9","L'Atalante","SCIENCE-FICTION"
"Blake Crouch","Crouch, Blake","La réalité n’est qu’un souvenir.       Barry Sutton, flic désabusé de la police new-yorkaise, enquête sur une vague de suicides engendrée par le Syndrome des Faux Souvenirs, une maladie neurologique inexpliquée dont les victimes se remémorent une vie qu’ils n’ont jamais vécue.       Parallèlement, Helena Smith, une neurologue travaillant sur la mémoire, est recrutée par le richissime Marcus Slade pour développer un dispositif permettant d’enregistrer les souvenirs, officiellement pour lutter contre la maladie d’Alzheimer. Mais Slade comprend bientôt que cette invention peut faire bien plus que cela, et ses ambitions font peser sur la réalité elle-même un danger inouï.       Seuls Helena et Barry, en joignant leurs forces, ont une chance de l’arrêter…              Création Studio J’ai lu d’après des images        © Instants / iStock ; © Bubbers BB / Shutterstock","D:\9. NAS drive\Medias\ebook calibre v2\Blake Crouch\Recursion (165)\cover.jpg","2024-06-02T21:55:45+02:00","epub","","165","","fra","ebook calibre v2","","460","2021-10-06T08:56:05+02:00","","1.0","382781","Récursion","Récursion","91566","","True","","e663b794-e5e3-49a3-ad19-dfff351b8a69","Nouveaux Millénaires","Littérature Américaine, SF"
"Amal El-Mohtar & Max Gladstone","El-Mohtar, Amal & Gladstone, Max","C’est ainsi que nous gagnons.  
  
Bleu et Rouge, deux combattants ennemis d’une étrange guerre temporelle, s’engagent dans une correspondance interdite, à travers les époques et les champs de bataille. Ces lettres, ne pouvant être lues qu’une seule fois, deviennent peu à peu le refuge de leurs doutes et de leurs rêves. Un amour fragile et dangereux naîtra de leurs échanges. Il leur faudra le préserver envers et contre tout.  
  
Les Oiseaux du temps fait partie de ces romans inoubliables qui nous ressourcent et nous rappellent avec douceur et justesse que l’humanité, l’altérité et l’amour sont les réponses universelles à nos besoins essentiels.
","D:\9. NAS drive\Medias\ebook calibre v2\Amal El-Mohtar\Les Oiseaux du Temps (166)\cover.jpg","2024-06-02T21:58:32+02:00","epub","9782354089436","166","isbn:9782354089436","fra","ebook calibre v2","","201","2021-11-05T02:00:00+02:00","","1.0","283976","Les Oiseaux du Temps","Oiseaux du Temps, Les","39692","","True","","8bd9b983-4792-4cf7-ace5-5c0c36b1772d","Mü","SCIENCE-FICTION, Voyage Temporel, Romance"
"St John Mandel","Mandel, St John","","D:\9. NAS drive\Medias\ebook calibre v2\St John Mandel\Derniere nuit a Montreal (167)\cover.jpg","2024-06-06T22:48:40+02:00","epub","","167","","","ebook calibre v2","","354","2012-01-01T00:00:00+02:00","","1.0","2235154","Dernière nuit à Montréal","Dernière nuit à Montréal","70309","","True","","0ec4909e-899f-4d7c-af85-e0901ae98139","Rivages",""
"St. John Mandel, Emily","St. John Mandel, Emily","Publié en France : 28/08/2013
  

Cadre dans une société new-yorkaise, Anton va enfin concrétiser son projet de mariage avec Sophie, violoniste virtuose au caractère instable. Mais la lune de miel sur l'île d'Ischia tourne court, et Sophie rentre seule aux États-Unis, tandis qu’Anton attend un mystérieux rendez-vous. Il a le temps de penser à sa famille de voleurs, à sa cousine qui ne cesse de l'impliquer dans de dangereux trafics, à son désir de mener une vie « normale ». Mais le peut-il ?
Pourquoi a-t-il vu sa vie professionnelle imploser dans les semaines précédant son mariage ? Pourquoi lui a-t-on enlevé sa secrétaire et ses collaborateurs, et a-t-on relégué son bureau à l’entresol ? Pourquoi a-t-il accepté de tenir à nouveau un rôle dans la partie mystérieuse que joue sa cousine ? Sur son île italienne. Anton attend. Un messager est en route pour lui apporter les réponses... Mais pas celles qu’il espérait.
","D:\9. NAS drive\Medias\ebook calibre v2\St. John Mandel, Emily\On ne joue pas avec la mort (168)\cover.jpg","2024-06-06T22:48:40+02:00","epub","9782743625894","168","isbn:9782743625894","fra","ebook calibre v2","","383","2010-05-07T00:00:00+02:00","","1.0","1023116","On ne joue pas avec la mort","On ne joue pas avec la mort","76383","","True","False","9bb07ab5-aa15-4414-9a30-b4d638aaa70d","Payot & Rivages","Policier"
"Emily St.John Mandel","Mandel, Emily St.John","Gavin n’a jamais compris pourquoi Anna, sa petite amie du lycée, a mystérieusement disparu à la fin de l’année scolaire. Des années plus tard, alors qu’il est devenu journaliste à New York, il est amené à revenir à Sebastian, en Floride. C’est alors que sa sœur lui confie avoir croisé une fillette ressemblant étrangement à Anna. Se pourrait-il que ce soit la fille de Gavin et de son ancienne petite amie ? À un tournant de sa vie, le journaliste décide de replonger dans le passé et de mener l’enquête. Dans ce roman noir qui évite avec brio tous les clichés du genre, nous voilà au côté de Gavin, qui s’imagine redonner du sens à sa vie en se lançant corps et âme dans cette quête, lui qui a tout de l’anti-héros : une condition physique fragile, une propension à subir les événements et les agissements d’autrui, tout au long d’une enquête qu’il ne maîtrise pas vraiment… Mais c’est justement là que réside toute la force et la subtilité de ce roman. Il sonne vrai. L’authenticité des personnages, la complexité de leurs sentiments et des relations qu’ils entretiennent sont saisissantes. Voilà un livre où il n’y a ni gentils ni méchants, où il n’y a que la vie et ses choix cruciaux, difficiles, mais souvent irrévocables. Un livre profondément émouvant, chose rare pour un thriller.
","D:\9. NAS drive\Medias\ebook calibre v2\Emily St.John Mandel\Les Variations Sebastian (169)\cover.jpg","2024-06-06T22:48:40+02:00","epub","","169","","fra","ebook calibre v2","","415","2015-05-20T00:00:00+02:00","","1.0","813355","Les Variations Sebastian","Variations Sebastian, Les","83087","","True","","8b7a48ba-6b78-4812-946c-a83d4eb152fa","Éditions Rivages",""
"Sanderson, Brandon & Patterson, Janci & Brandon Sanderson & Janci Patterson","Sanderson, Brandon & Patterson, Janci & Brandon Sanderson & Janci Patterson","Alors que Spensa est coincée dans le nulle part, les pilotes de la Force de Défense Rebelle, Jorgen et FM, aidés d’Alanik, l’extraterrestre UrDail, portent secours à l’un de ses amis et deux planètes menacés par les Krell. Ils se rendent d’abord sur Hélianthe afin de sauver Cuna, le ministre krell renégat, puis partent assister Alanik dans son combat pour sauver sa planète natale RéAube avant de venir en aide au peuple kisten sur Éterrenelle, Missions stellaires, qui se déroule entre les événements d’Astrevise et de Cytonique, étend et enrichit l’univers des romans Skyward en mettant en lumière trois personnages essentiels de la saga.En bonus, retrouvez également cinq scènes coupées et commentées de Vers les étoiles.","D:\9. NAS drive\Medias\ebook calibre v2\Sanderson, Brandon\Skyward T2.5 _ Missions stellaires (170)\cover.jpg","2024-06-09T22:31:17+02:00","epub","9782253080169","170","isbn:9782253080169","fra","ebook calibre v2","","1037","2023-09-20T07:35:21+02:00","Skyward","2.5","1196727","Skyward T2.5 : Missions stellaires","Skyward - T2.5 - Missions stellaires","197298","","True","","4bd0d4b5-b5a6-4394-a37f-427cc49dbbeb","Le Livre de Poche","SCIENCE-FICTION"
"Brandon Sanderson","Sanderson, Brandon","Des siècles avant la guerre des humains contre les Krell, la Compagnie Téléphonique, qui conserve jalousement la technologie des communications supraluminiques et contrôle ainsi tous les échanges avec les extraterrestres, envoie Jason Write, un de ses agents, sur une plateforme spatiale afin d’enquêter sur la disparition d’une scientifique qui vient d’être retrouvée amnésique.  
À son arrivée, un autre événement retient son attention : la découverte du cadavre d’un ambassadeur varvax. Cet assassinat pourrait en effet avoir des conséquences désastreuses pour la Terre…  
Une histoire qui se lit d’une traite, pour découvrir l’univers de Brandon Sanderson ou prolonger le plaisir de s’y immerger.
","D:\9. NAS drive\Medias\ebook calibre v2\Brandon Sanderson\Skyward 0.5 - Un paradis a defendre (171)\cover.jpg","2024-06-09T22:31:19+02:00","epub","","171","amazon:B0CSW5KL2K","fra","ebook calibre v2","4","90","2024-01-17T02:00:00+02:00","","1.0","92954","Skyward 0.5 - Un paradis à défendre","Skyward 0.5 - Un paradis à défendre","16540","","True","","2dd8cce3-bec5-4504-a91a-55108463caf8","Le Livre de Poche",""
"Brandon Sanderson","Sanderson, Brandon","","D:\9. NAS drive\Medias\ebook calibre v2\Brandon Sanderson\Roman secret 3 - Yumi et le peintre (172)\cover.jpg","2024-06-09T22:31:19+02:00","epub","9782253937289","172","isbn:9782253937289,mobi-asin:B0C9MLXJGS","fra","ebook calibre v2","","743","2023-07-12T01:00:00+02:00","","1.0","5837687","Roman secret 3 - Yumi et le peintre de cauchemars","Roman secret 3 - Yumi et le peintre de cauchemars","128694","","True","","c4d821c2-d7e7-443e-b83e-85e65092b58e","Le Livre de Poche",""
"Brandon Sanderson","Brandon Sanderson","Contraint de se téléporter de planète en planète afin d’échapper à la Brigade nocturne, Nomade ne s’attarde jamais nulle part. Cependant, son dernier saut l’ayant vidé de son énergie, il se retrouve coincé sur Cantique, un monde inconnu où le soleil désintègre tout sur son passage. Capturé par le Roi des Braises, il est sur le point de devenir l’un de ses guerriers-esclaves lorsqu’un petit groupe de rebelles débarque pour délivrer les autres prisonniers. S’enfuyant avec eux, Nomade devra alors faire un choix : libérer le peuple du joug du tyran ou continuer de fuir.","D:\9. NAS drive\Medias\ebook calibre v2\Brandon Sanderson\roman secret 4 - L'ensoleille (173)\cover.jpg","2024-06-09T22:31:21+02:00","epub","","173","","fra","ebook calibre v2","","681","2023-08-25T14:35:00+02:00","","1.0","4028173","roman secret 4 - L'ensoleillé","roman secret 4 - L'ensoleillé","115907","","True","","a3833760-9c61-4eba-ab26-f1bc01525b94","Le Livre de Poche",""
"Glen Cook","Cook, Glen","Entre les tractations qui préludent à la mort prochaine du patriarche de Brothe et les avances de Katrin, l'héritière de l'empire du Graal, le malheureux Piper Hecht, ex-shalug de Gordimer le Lion en Lucidie, aujourd'hui capitaine des armées de Brothe, interroge son destin. C'est que le monde est en ébullition. Katrin prêche la croisade en Orient et Anne de Ménand veut purger le Connec de l'hérésie maysaléenne. Mais, pendant ce temps, les Instrumentalités s'agitent. Le dieu Kharoulke, Celui-qui-marche-avec-le-vent, lance ses légions de Choisis affamés. Ce pourrait être la fin du monde. Mais les mortels n'entendent que leurs appétits du moment.
","D:\9. NAS drive\Medias\ebook calibre v2\Glen Cook\IN3 soumettez-vous a la nuit T1 (174)\cover.jpg","2024-06-09T22:54:01+02:00","epub","","174","","fra","ebook calibre v2","","568","0101-01-01T02:00:00+02:00","Les instrumentalités de la nuit","3.0","356280","IN3 soumettez-vous à la nuit T1","soumettez-vous à la nuit T1","108447","","True","","b658bfce-964d-4497-b596-e0cc480570cc","","Fantasy"
